budget,id,original_language,revenue,runtime,title,vote_average,vote_count,top_cast,director,genres,keywords,release_year,profit,decade,nlp
30000000.0,9598,en,254134910.0,89.0,Babe,6.0,756.0,"['Christine Cavanaugh', 'Miriam Margolyes', 'Danny Mann', 'Hugo Weaving', 'Miriam Flynn']",Chris Noonan,"['Fantasy', 'Drama', 'Comedy', 'Family']","['sheep', 'pig', 'affection', 'piglet', 'heroism', 'talking animal', 'separation', 'german shepherd', 'grandson', 'talking pig']",1995,224134910.0,1990,babe fantasy drama comedy family christine_cavanaugh miriam_margolyes danny_mann sheep pig affection piglet heroism chris_noonan
11000000.0,687,en,39363635.0,122.0,Dead Man Walking,7.3,350.0,"['Susan Sarandon', 'Sean Penn', 'Robert Prosky', 'Raymond J. Barry', 'R. Lee Ermey']",Tim Robbins,['Drama'],"['prison', 'rape', 'socially deprived family', 'penalty', 'death penalty', 'despair', 'death row', 'begnadigung', 'therapist', 'self-discovery', 'prison cell', 'court case', 'death sentence', 'doomed man', 'sentence', 'lethal injection', 'forgiveness', 'charity', 'mercy petition', 'rage and hate', 'unsociability', 'right and justice', 'court', 'electric chair', 'cowardliness']",1995,28363635.0,1990,dead_man_walking drama susan_sarandon sean_penn robert_prosky prison rape socially_deprived_family penalty death_penalty tim_robbins
18000000.0,9312,en,122195920.0,101.0,Mortal Kombat,5.4,452.0,"['Christopher Lambert', 'Robin Shou', 'Linden Ashby', 'Cary-Hiroyuki Tagawa', 'Bridgette Wilson']",Paul W.S. Anderson,"['Action', 'Fantasy']","['martial arts', 'monster', 'island', 'gore', 'sorcerer', 'tournament', 'violence', 'based on video game', 'hand to hand combat']",1995,104195920.0,1990,mortal_kombat action fantasy christopher_lambert robin_shou linden_ashby martial_arts monster island gore sorcerer paul_w.s._anderson
20000000.0,577,en,21284514.0,106.0,To Die For,6.7,177.0,"['Nicole Kidman', 'Matt Dillon', 'Joaquin Phoenix', 'Casey Affleck', 'Illeana Douglas']",Gus Van Sant,"['Fantasy', 'Drama', 'Comedy', 'Thriller']","['adultery', 'winter', 'obsession', 'television', 'new hampshire', 'narcissistic personality disorder']",1995,1284514.0,1990,to_die_for fantasy drama comedy thriller nicole_kidman matt_dillon joaquin_phoenix adultery winter obsession television new_hampshire gus_van_sant
10000000.0,11861,en,23574130.0,116.0,How To Make An American Quilt,6.5,38.0,"['Winona Ryder', 'Anne Bancroft', 'Ellen Burstyn', 'Kate Nelligan', 'Jean Simmons']",Jocelyn Moorhouse,"['Drama', 'Romance']","['wedding vows', 'marriage proposal', 'married couple', 'monogamy', 'advice', 'marriage', 'quilt', 'love', 'family holiday', 'extramarital affair', 'grandmother', 'woman director']",1995,13574130.0,1990,how_to_make_an_american_quilt drama romance winona_ryder anne_bancroft ellen_burstyn wedding_vows marriage_proposal married_couple monogamy advice jocelyn_moorhouse
33000000.0,807,en,327311859.0,127.0,Se7en,8.1,5915.0,"['Brad Pitt', 'Morgan Freeman', 'Gwyneth Paltrow', 'John C. McGinley', 'Kevin Spacey']",David Fincher,"['Crime', 'Mystery', 'Thriller']","['self-fulfilling prophecy', 'detective', 's.w.a.t.', 'drug dealer', 'evisceration', 'lust and impulsiveness', 'rage and hate', 'pride and vanity', 'immoderateness', 'insomnia', 'investigation', 'pension', 'police', 'serial killer']",1995,294311859.0,1990,se7en crime mystery thriller brad_pitt morgan_freeman gwyneth_paltrow self-fulfilling_prophecy detective s.w.a.t. drug_dealer evisceration david_fincher
55000000.0,10530,en,346079773.0,81.0,Pocahontas,6.7,1509.0,"['Irene Bedard', 'Mel Gibson', 'David Ogden Stiers', 'John Kassir', 'Russell Means']",Mike Gabriel,"['Adventure', 'Animation', 'Drama', 'Family']","['culture clash', 'settler', 'forbidden love', 'colony', 'musical', 'gold rush', 'princess', 'romance', 'native american', 'animation', 'virginia', 'star crossed lovers', 'reference to pizarro', 'jamestown virginia', 'pug dog', 'cross cultural relationship', 'musket', 'animate tree', 'indian chief', 'based on myths or folklore', '17th century', 'shamanism', 'songs', 'indians vs. settlers', 'animal sidekick', 'powhatan', 'land claim']",1995,291079773.0,1990,pocahontas adventure animation drama family irene_bedard mel_gibson david_ogden_stiers culture_clash settler forbidden_love colony musical mike_gabriel
6000000.0,629,en,23341568.0,106.0,The Usual Suspects,8.1,3334.0,"['Stephen Baldwin', 'Gabriel Byrne', 'Chazz Palminteri', 'Kevin Pollak', 'Pete Postlethwaite']",Bryan Singer,"['Drama', 'Crime', 'Thriller']","['law', 'relatives', 'theft', 'criminal', 'criminal mastermind', 'hungarian', 'sibling']",1995,17341568.0,1990,the_usual_suspects drama crime thriller stephen_baldwin gabriel_byrne chazz_palminteri law relatives theft criminal criminal_mastermind bryan_singer
15000000.0,11448,en,6700000.0,95.0,Mighty Aphrodite,6.7,145.0,"['Woody Allen', 'Mira Sorvino', 'Helena Bonham Carter', 'F. Murray Abraham', 'Donald Symington']",Woody Allen,"['Comedy', 'Romance']","['prostitute', 'adoption', 'adoptive father', 'childlessness', 'looking for  birth parents', 'adoptive mother', 'independent film', 'illegal prostitution', 'child']",1995,-8300000.0,1990,mighty_aphrodite comedy romance woody_allen mira_sorvino helena_bonham_carter prostitute adoption adoptive_father childlessness looking_for__birth_parents woody_allen
3500000.0,10634,en,28215918.0,91.0,Friday,7.0,513.0,"['Ice Cube', 'Chris Tucker', 'Nia Long', 'Tom Lister Jr.', 'John Witherspoon']",F. Gary Gray,['Comedy'],"['rap music', 'parent child relationship', 'rapper', 'job']",1995,24715918.0,1990,friday comedy ice_cube chris_tucker nia_long rap_music parent_child_relationship rapper job f._gary_gray
19000000.0,755,en,25836616.0,108.0,From Dusk Till Dawn,6.9,1644.0,"['George Clooney', 'Quentin Tarantino', 'Harvey Keitel', 'Juliette Lewis', 'Ernest Liu']",Robert Rodriguez,"['Horror', 'Action', 'Thriller', 'Crime']","['dancing', 'brother brother relationship', 'sexual obsession', 'showdown', 'sheriff', 'eroticism', 'nudity', 'bank robber', 'vampire', 'holy water', 'siege', 'stripper', 'priest', 'explosion', 'extreme violence', 'bank robbery', 'preacher', 'hostage situation', 'crucifix', 'recreational vehicle', 'blood spurting', 'convenience store', 'female vampire', 'mexican american border', 'nightclub entertainer', 'boa constrictor']",1996,6836616.0,1990,from_dusk_till_dawn horror action thriller crime george_clooney quentin_tarantino harvey_keitel dancing brother_brother_relationship sexual_obsession showdown sheriff robert_rodriguez
50000000.0,11859,en,11534477.0,91.0,Fair Game,4.1,54.0,"['William Baldwin', 'Cindy Crawford', 'Steven Berkoff', 'Christopher McDonald', 'Miguel Sandoval']",Andrew Sipes,"['Action', 'Thriller', 'Romance']","['bomb', 'miami', 'sex', 'detective', 'handcuffs', 'based on novel', 'hostage', 'fbi', 'kidnapping', 'russian', 'kgb', 'chase', 'sadism', 'parking garage', 'pizza', 'police protection', 'psychopath', 'remake', 'car crash', 'conspiracy', 'on the run', 'fugitive', 'shootout', 'gunfight', 'sadist', 'foot chase', 'police detective', 'police station', 'car chase', 'held at gunpoint', 'fbi agent', 'double cross', 'cult film', 'computer hacker', 'machine gun', 'swat team', 'grenade launcher', 'underwater scene', 'rogue agent', 'woman lawyer', 'damsel in distress']",1995,-38465523.0,1990,fair_game action thriller romance william_baldwin cindy_crawford steven_berkoff bomb miami sex detective handcuffs andrew_sipes
15000000.0,36929,en,2042530.0,90.0,Big Bully,3.9,16.0,"['Rick Moranis', 'Tom Arnold', 'Julianne Phillips', 'Carol Kane', 'Jeffrey Tambor']",Steve Miner,"['Comedy', 'Family']",['bully'],1996,-12957470.0,1990,big_bully comedy family rick_moranis tom_arnold julianne_phillips bully steve_miner
20000000.0,9102,en,5781885.0,108.0,Screamers,6.1,154.0,"['Peter Weller', 'Roy Dupuis', 'Jennifer Rubin', 'Andrew Lauer', 'Liliana Komorowska']",Christian Duguay,"['Horror', 'Science Fiction']","['man vs machine', 'alien planet', 'struggle for survival']",1995,-14218115.0,1990,screamers horror science_fiction peter_weller roy_dupuis jennifer_rubin man_vs_machine alien_planet struggle_for_survival christian_duguay
8000000.0,400,en,529766.0,116.0,Things to Do in Denver When You're Dead,6.7,87.0,"['Andy García', 'Christopher Lloyd', 'William Forsythe', 'Bill Nunn', 'Treat Williams']",Gary Fleder,"['Drama', 'Crime']","['father son relationship', 'bounty hunter', 'boat', 'way of life', 'coffin', 'denver', 'godmother', 'paranoia', 'hitman', 'friendship', 'psychopath', 'revenge', 'murder', 'independent film', 'mafia', 'diner', 'blood', 'gangster', 'violence', 'illegal prostitution', 'extramarital affair']",1995,-7470234.0,1990,things_to_do_in_denver_when_you're_dead drama crime andy_garcía christopher_lloyd william_forsythe father_son_relationship bounty_hunter boat way_of_life coffin gary_fleder
38000000.0,10534,en,10300000.0,129.0,White Squall,6.3,86.0,"['Jeff Bridges', 'Caroline Goodall', 'John Savage', 'Scott Wolf', 'Jeremy Sisto']",Ridley Scott,"['Action', 'Drama']","['sailing trip', 'diary', 'sailing', 'survival', 'coming of age', 'teenage boy', 'discipline', 'squall', 'sail', 'ship captain', 'caribbean', 'male bonding', 'seasickness', 'storm at sea', '1960s']",1996,-27700000.0,1990,white_squall action drama jeff_bridges caroline_goodall john_savage sailing_trip diary sailing survival coming_of_age ridley_scott
8169363.0,2086,en,8175346.0,90.0,Nick of Time,6.1,190.0,"['Johnny Depp', 'Courtney Chase', 'Charles S. Dutton', 'Christopher Walken', 'Roma Maffia']",John Badham,"['Crime', 'Drama', 'Thriller']","['assassination', 'train station', 'politics', 'los angeles']",1995,5983.0,1990,nick_of_time crime drama thriller johnny_depp courtney_chase charles_s._dutton assassination train_station politics los_angeles john_badham
47000000.0,9095,en,12379402.0,104.0,Mary Reilly,5.7,77.0,"['Julia Roberts', 'John Malkovich', 'George Cole', 'Michael Gambon', 'Glenn Close']",Stephen Frears,"['Drama', 'Horror', 'Thriller', 'Romance']","['servant', 'monster', 'laboratory', 'jekyll and hyde', 'housemaid', '19th century']",1996,-34620598.0,1990,mary_reilly drama horror thriller romance julia_roberts john_malkovich george_cole servant monster laboratory jekyll_and_hyde housemaid stephen_frears
14000000.0,12158,en,19800000.0,100.0,Vampire in Brooklyn,4.5,113.0,"['Eddie Murphy', 'Angela Bassett', 'Allen Payne', 'Kadeem Hardison', 'John Witherspoon']",Wes Craven,"['Comedy', 'Horror', 'Romance']","['vampire', 'half vampire']",1995,5800000.0,1990,vampire_in_brooklyn comedy horror romance eddie_murphy angela_bassett allen_payne vampire half_vampire wes_craven
50000000.0,9208,en,150270147.0,108.0,Broken Arrow,5.7,459.0,"['John Travolta', 'Christian Slater', 'Samantha Mathis', 'Delroy Lindo', 'Bob Gunton']",John Woo,"['Action', 'Adventure', 'Drama', 'Thriller']","['helicopter', 'river', 'captain', 'underground', 'mexican standoff', 'countdown', 'pilot', 'fistfight', 'canyon', 'major', 'betrayal', 'gunfight', 'train', 'explosion', 'park ranger', 'desert', 'military', 'nuclear device', 'boxing', 'stealth aircraft', 'abandoned mine', 'humvee']",1996,100270147.0,1990,broken_arrow action adventure drama thriller john_travolta christian_slater samantha_mathis helicopter river captain underground mexican_standoff john_woo
7000000.0,13685,en,560069.0,91.0,Bottle Rocket,6.8,285.0,"['Luke Wilson', 'Owen Wilson', 'Lumi Cavazos', 'Andrew Wilson', 'Robert Musgrave']",Wes Anderson,"['Comedy', 'Crime', 'Drama']","['brother brother relationship', 'robbery', 'burglar', 'language barrier', 'motel', 'independent film', 'psychiatric hospital', 'maid', 'theft', 'nervous breakdown', 'escapade', 'laundry room']",1996,-6439931.0,1990,bottle_rocket comedy crime drama luke_wilson owen_wilson lumi_cavazos brother_brother_relationship robbery burglar language_barrier motel wes_anderson
12000000.0,9614,en,41205099.0,92.0,Happy Gilmore,6.5,767.0,"['Adam Sandler', 'Ben Stiller', 'Christopher McDonald', 'Julie Bowen', 'Frances Bay']",Dennis Dugan,['Comedy'],"['loss of mother', 'loss of father', 'golf', 'sport', 'taxes']",1996,29205099.0,1990,happy_gilmore comedy adam_sandler ben_stiller christopher_mcdonald loss_of_mother loss_of_father golf sport taxes dennis_dugan
24000000.0,688,en,182016617.0,135.0,The Bridges of Madison County,7.3,397.0,"['Meryl Streep', 'Clint Eastwood', 'Annie Corley', 'Victor Slezak', 'Jim Haynie']",Clint Eastwood,"['Drama', 'Romance']","['farewell', 'adultery', 'love at first sight', 'photographer', 'wife husband relationship', 'iowa', ""love of one's life"", 'mother role', 'bridge', 'housewife', 'love letter', 'peasant', 'marriage crisis', 'photography', 'unsociability', 'secret love', 'nature documentary']",1995,158016617.0,1990,the_bridges_of_madison_county drama romance meryl_streep clint_eastwood annie_corley farewell adultery love_at_first_sight photographer wife_husband_relationship clint_eastwood
1300000.0,103,en,28262574.0,114.0,Taxi Driver,8.1,2632.0,"['Robert De Niro', 'Cybill Shepherd', 'Harvey Keitel', 'Jodie Foster', 'Peter Boyle']",Martin Scorsese,"['Crime', 'Drama']","['vietnam veteran', 'taxi', 'obsession', 'drug dealer', 'night shift', 'vigilante', 'alienation', 'misanthrope', 'shot to death', 'illegal prostitution', 'loner']",1976,26962574.0,1970,taxi_driver crime drama robert_de_niro cybill_shepherd harvey_keitel vietnam_veteran taxi obsession drug_dealer night_shift martin_scorsese
7500000.0,33542,cn,32392047.0,91.0,Rumble in the Bronx,6.5,245.0,"['Jackie Chan', 'Anita Mui', 'Françoise Yip', 'Bill Tung', 'Marc Akerstream']",Stanley Tong,"['Crime', 'Action', 'Comedy', 'Thriller']","['new york', 'martial arts', 'supermarket', 'gang war', 'disabled child', 'gang', 'wedding', 'diamond', 'bronx', 'duringcreditsstinger']",1995,24892047.0,1990,rumble_in_the_bronx crime action comedy thriller jackie_chan anita_mui françoise_yip new_york martial_arts supermarket gang_war disabled_child stanley_tong
40000000.0,11066,en,70100000.0,117.0,Boomerang,5.4,139.0,"['Eddie Murphy', 'Robin Givens', 'Halle Berry', 'David Alan Grier', 'Grace Jones']",Reginald Hudlin,"['Comedy', 'Romance']","['role of women', 'ladykiller', 'success', ""ladies' man"", 'chefin', 'casanova', 'womanizer']",1992,30100000.0,1990,boomerang comedy romance eddie_murphy robin_givens halle_berry role_of_women ladykiller success ladies'_man chefin reginald_hudlin
7000000.0,2074,en,14702438.0,92.0,Flirting with Disaster,6.3,66.0,"['Ben Stiller', 'Patricia Arquette', 'Téa Leoni', 'Mary Tyler Moore', 'Alan Alda']",David O. Russell,"['Comedy', 'Romance']","['lsd', 'looking for  birth parents', 'half-brother', 'independent film']",1996,7702438.0,1990,flirting_with_disaster comedy romance ben_stiller patricia_arquette téa_leoni lsd looking_for__birth_parents half-brother independent_film david_o._russell
50000000.0,11863,en,9851610.0,95.0,Jade,5.1,45.0,"['David Caruso', 'Linda Fiorentino', 'Chazz Palminteri', 'Michael Biehn', 'Richard Crenna']",William Friedkin,"['Action', 'Thriller', 'Mystery', 'Romance']","['callgirl', 'san francisco', 'investigation', 'murder']",1995,-40148390.0,1990,jade action thriller mystery romance david_caruso linda_fiorentino chazz_palminteri callgirl san_francisco investigation murder william_friedkin
31000000.0,11000,en,185260553.0,117.0,The Birdcage,6.7,303.0,"['Robin Williams', 'Gene Hackman', 'Nathan Lane', 'Dianne Wiest', 'Grant Heslov']",Mike Nichols,['Comedy'],"['gay', 'drag queen', 'homophobia', 'florida', 'coming out', 'senator', 'politician', 'lgbt', 'crossdressing', '1990s']",1996,154260553.0,1990,the_birdcage comedy robin_williams gene_hackman nathan_lane gay drag_queen homophobia florida coming_out mike_nichols
19000000.0,9737,en,141407024.0,118.0,Bad Boys,6.5,1729.0,"['Will Smith', 'Martin Lawrence', 'Téa Leoni', 'Tchéky Karyo', 'Joe Pantoliano']",Michael Bay,"['Action', 'Comedy', 'Crime', 'Thriller']","['miami', 'detective', 'handcuffs', 'airport', 'mexican standoff', 'strip club', 'witness protection', 'car crash', 'internal affairs', 'gunfight', 'explosion', 'brutality', 'foot chase', 'car chase', 'drug lord', 'hangar', 'loose cannon', 'bust', 'reference to skittles', 'black cop', 'badge', 'action hero', 'corrupt cop']",1995,122407024.0,1990,bad_boys action comedy crime thriller will_smith martin_lawrence téa_leoni miami detective handcuffs airport mexican_standoff michael_bay
4000000.0,22279,en,851545.0,113.0,An Awfully Big Adventure,6.0,11.0,"['Alan Rickman', 'Hugh Grant', 'Georgina Cates', 'Rita Tushingham', 'Alun Armstrong']",Mike Newell,"['Romance', 'Drama', 'Comedy']","['england', 'based on novel', 'liverpool', 'theatre company', '1940s']",1995,-3148455.0,1990,an_awfully_big_adventure romance drama comedy alan_rickman hugh_grant georgina_cates england based_on_novel liverpool theatre_company 1940s mike_newell
52000000.0,568,en,355237933.0,140.0,Apollo 13,7.3,1637.0,"['Tom Hanks', 'Bill Paxton', 'Kevin Bacon', 'Gary Sinise', 'Ed Harris']",Ron Howard,['Drama'],"['moon', 'florida', 'nasa', 'spaceman', 'race against time', 'houston', 'based on true story', 'space', 'rescue', 'survival', 'disaster', 'explosion', 'astronaut', 'imax', 'saturn v rocket', 'courage', 'hypothermia', 'apollo program', 'cape kennedy', 'lunar mission', 'spacecraft accident']",1995,303237933.0,1990,apollo_13 drama tom_hanks bill_paxton kevin_bacon moon florida nasa spaceman race_against_time ron_howard
28000000.0,11780,en,31596911.0,139.0,Rob Roy,6.5,151.0,"['Liam Neeson', 'Jessica Lange', 'John Hurt', 'Tim Roth', 'Eric Stoltz']",Michael Caton-Jones,['Adventure'],"['scotland', 'biography', '18th century', 'highlands', 'violent man']",1995,3596911.0,1990,rob_roy adventure liam_neeson jessica_lange john_hurt scotland biography 18th_century highlands violent_man michael_caton-jones
100000000.0,414,en,336529144.0,121.0,Batman Forever,5.2,1529.0,"['Val Kilmer', 'Tommy Lee Jones', 'Jim Carrey', 'Nicole Kidman', ""Chris O'Donnell""]",Joel Schumacher,"['Action', 'Crime', 'Fantasy']","['riddle', 'dc comics', 'rose', 'gotham city', 'partner', 'superhero', 'robin', 'broken neck', 'psychologist', 'violence', 'criminal', 'district attorney', 'millionaire', 'falling down stairs', 'tied up', 'tommy gun', 'beretta', 'knocked out', 'super powers', 'disfigurement', 'father figure']",1995,236529144.0,1990,batman_forever action crime fantasy val_kilmer tommy_lee_jones jim_carrey riddle dc_comics rose gotham_city partner joel_schumacher
2000000.0,5894,en,1275000.0,83.0,Blue in the Face,6.8,28.0,"['Harvey Keitel', 'Lou Reed', 'Michael J. Fox', 'Roseanne Barr', 'Lily Tomlin']",Paul Auster,['Comedy'],"['smoking', 'corner shop', 'cigarette', 'tobacco', 'cigar', 'independent film']",1995,-725000.0,1990,blue_in_the_face comedy harvey_keitel lou_reed michael_j._fox smoking corner_shop cigarette tobacco cigar paul_auster
11000000.0,1775,en,178104.0,91.0,Canadian Bacon,5.9,57.0,"['John Candy', 'Alan Alda', 'Rhea Perlman', 'Kevin Pollak', 'Rip Torn']",Michael Moore,"['Action', 'Comedy']",[],1995,-10821896.0,1990,canadian_bacon action comedy john_candy alan_alda rhea_perlman  michael_moore
